Gen	theta_1red	theta_2green	theta_3redgreen	tau_3redgreen	M_red->green	lnL
23784	0.014882	0.021858	0.000523	0.002996	1.101444	-3529.226
23788	0.012457	0.016573	0.000571	0.002777	1.630738	-3528.703
23792	0.013051	0.018732	0.000595	0.002777	1.390233	-3506.912
23796	0.013243	0.019867	0.000991	0.002777	1.891635	-3509.500
23800	0.015085	0.024004	0.001020	0.003144	1.891635	-3510.559
23804	0.015011	0.021760	0.001182	0.003144	1.125002	-3511.006
23808	0.013530	0.017127	0.001532	0.003056	1.457013	-3486.302
23812	0.016228	0.021709	0.001270	0.003625	1.035424	-3478.504
23816	0.019768	0.022911	0.001955	0.004321	2.026965	-3487.671
23820	0.021001	0.019804	0.001734	0.004321	1.464828	-3504.128
23824	0.023831	0.037528	0.002112	0.005426	2.506557	-3496.812
23828	0.029167	0.037365	0.001390	0.006629	2.506557	-3503.583
23832	0.026672	0.032424	0.001205	0.005744	2.483962	-3501.858
23836	0.032191	0.042432	0.001670	0.006670	1.942351	-3499.369
23840	0.025412	0.040626	0.000929	0.005882	1.942351	-3517.098
23844	0.025280	0.042286	0.001071	0.006817	2.680349	-3510.845
23848	0.024365	0.031155	0.001215	0.005698	1.598902	-3514.087
23852	0.023585	0.040210	0.001456	0.005698	1.598902	-3506.544
23856	0.023158	0.035011	0.001570	0.005698	1.598902	-3503.963
23860	0.023144	0.035924	0.001760	0.005386	1.915987	-3513.759
23864	0.018109	0.024374	0.001214	0.004545	1.796152	-3503.678
23868	0.017205	0.018879	0.000908	0.003982	1.219411	-3494.480
23872	0.014270	0.017551	0.001383	0.003135	1.303563	-3517.701
23876	0.011701	0.012707	0.001521	0.002780	1.007860	-3514.416
23880	0.011440	0.013628	0.001282	0.003349	0.859838	-3487.851
23884	0.010351	0.017530	0.002216	0.003283	1.174188	-3477.975
23888	0.011725	0.020591	0.001701	0.003283	1.530600	-3508.592
23892	0.012996	0.019501	0.000915	0.003605	1.530600	-3503.321
23896	0.011941	0.019513	0.001549	0.003744	2.013204	-3526.549
23900	0.011853	0.017734	0.001582	0.003744	2.144855	-3502.870
23904	0.010116	0.013447	0.000960	0.003175	2.144855	-3525.689
23908	0.011546	0.017069	0.000649	0.003942	1.813646	-3511.637
23912	0.012819	0.021495	0.001255	0.004305	1.973668	-3497.064
23916	0.014918	0.018881	0.001951	0.004460	1.493716	-3516.532
23920	0.015403	0.017254	0.002331	0.004966	1.141699	-3513.462
23924	0.017188	0.026942	0.004197	0.005239	1.232026	-3528.250
23928	0.014732	0.018074	0.002272	0.004456	1.361230	-3522.094
23932	0.015044	0.023602	0.000614	0.004456	1.361230	-3503.974
23936	0.014812	0.021741	0.001996	0.003871	2.418521	-3507.372
23940	0.018754	0.023343	0.001066	0.004762	1.071256	-3510.622
23944	0.015972	0.017759	0.001074	0.003975	1.433744	-3524.205
23948	0.021307	0.035205	0.001538	0.005015	1.943821	-3522.729
23952	0.019271	0.038919	0.001496	0.005015	2.865482	-3520.428
23956	0.017807	0.034632	0.001452	0.004154	2.865482	-3514.007
23960	0.019661	0.035502	0.002840	0.004154	2.703486	-3509.137
23964	0.023930	0.058523	0.004458	0.005654	2.703486	-3501.276
23968	0.027491	0.045367	0.002103	0.005654	2.631842	-3499.832
23972	0.021119	0.030935	0.002399	0.004753	2.253728	-3525.928
23976	0.019623	0.026414	0.002762	0.004320	2.253728	-3520.946
23980	0.026045	0.031498	0.002293	0.005442	2.216898	-3512.594
23984	0.021440	0.025892	0.001643	0.004686	1.859683	-3507.734
23988	0.023546	0.029562	0.002276	0.004796	1.738103	-3494.765
23992	0.020354	0.028749	0.002917	0.004796	1.581234	-3514.432
23996	0.022331	0.039057	0.002000	0.005039	1.581234	-3530.029
24000	0.018402	0.026528	0.001699	0.004416	2.218372	-3530.718
24004	0.017453	0.025568	0.001208	0.004416	1.684448	-3530.460
24008	0.016074	0.019449	0.000876	0.004414	2.422765	-3519.402
24012	0.017022	0.016907	0.001520	0.004414	2.003922	-3547.545
24016	0.018321	0.024400	0.000496	0.005183	2.463481	-3505.251
24020	0.017854	0.027032	0.000761	0.005096	2.449765	-3519.288
24024	0.017321	0.021907	0.001152	0.005096	1.719373	-3523.170
24028	0.018808	0.023676	0.000754	0.005096	1.740510	-3524.123
24032	0.020034	0.021055	0.001570	0.005471	1.740510	-3520.681
24036	0.020967	0.021442	0.001548	0.005482	2.005604	-3504.311
24040	0.023087	0.028686	0.001753	0.005482	2.005604	-3510.100
24044	0.021289	0.031431	0.001225	0.005482	2.005604	-3510.048
24048	0.020480	0.025843	0.002741	0.005522	1.957737	-3499.365
24052	0.027233	0.028759	0.001879	0.006304	1.957737	-3495.874
24056	0.019985	0.026268	0.001039	0.004483	2.020625	-3497.791
24060	0.016994	0.030364	0.001885	0.004287	2.886738	-3509.308
24064	0.019457	0.029811	0.002659	0.004654	2.886738	-3512.428
24068	0.016908	0.019058	0.002778	0.003949	1.677259	-3498.542
24072	0.012905	0.017621	0.002413	0.003150	1.916722	-3518.622
24076	0.010924	0.013725	0.000852	0.002748	1.916722	-3516.750
24080	0.010321	0.014352	0.001035	0.002748	1.916722	-3480.933
24084	0.011528	0.015488	0.000976	0.003090	2.474463	-3494.861
24088	0.010660	0.014254	0.002104	0.002503	2.474463	-3493.959
24092	0.011443	0.013074	0.001432	0.002506	2.474463	-3489.365
24096	0.012488	0.019829	0.001472	0.003125	2.465822	-3490.266
24100	0.016603	0.021076	0.002183	0.003818	2.720279	-3492.007
24104	0.022249	0.032181	0.002344	0.004917	3.433165	-3473.031
24108	0.018656	0.025895	0.002369	0.004179	3.433165	-3485.759
24112	0.023897	0.033624	0.001294	0.004968	2.986657	-3502.533
24116	0.019330	0.028813	0.002006	0.004331	2.892265	-3480.396
24120	0.019854	0.030533	0.002237	0.004922	2.947141	-3493.725
24124	0.022376	0.029185	0.001370	0.004922	2.487153	-3524.225
24128	0.025108	0.035864	0.000948	0.004922	3.128319	-3514.466
24132	0.025149	0.027716	0.000877	0.004922	2.439835	-3511.864
24136	0.016945	0.021221	0.001068	0.003290	2.604020	-3513.615
24140	0.023023	0.031602	0.001238	0.003911	3.188000	-3518.051
24144	0.017019	0.019205	0.001139	0.002775	2.467649	-3512.227
24148	0.018833	0.026908	0.001688	0.003234	2.629085	-3494.222
24152	0.022349	0.036856	0.003037	0.004410	2.435448	-3506.623
24156	0.025900	0.032205	0.003646	0.005330	2.446296	-3513.059
24160	0.026017	0.033788	0.001833	0.005330	2.446296	-3508.957
24164	0.025038	0.044233	0.002181	0.005330	1.602925	-3506.867
24168	0.026695	0.033864	0.001304	0.005675	1.602925	-3499.434
24172	0.025738	0.029599	0.001835	0.004477	2.080295	-3516.765
24176	0.029118	0.030172	0.003468	0.005418	2.600806	-3497.091
24180	0.026393	0.033628	0.003071	0.005361	2.666039	-3514.403
24184	0.024173	0.027843	0.001731	0.004521	1.600759	-3517.206
24188	0.020913	0.028378	0.002249	0.003639	2.388417	-3520.389
24192	0.019373	0.023112	0.002891	0.003639	1.659780	-3519.372
24196	0.020487	0.024718	0.003936	0.003639	2.396787	-3514.595
24200	0.016055	0.023116	0.002626	0.003043	1.523902	-3504.612
24204	0.015851	0.024807	0.002516	0.002778	1.333091	-3513.910
24208	0.018106	0.022595	0.001719	0.002984	1.333091	-3503.141
24212	0.017319	0.022981	0.001415	0.002984	1.935516	-3503.392
24216	0.011279	0.015320	0.000653	0.002097	1.966428	-3516.356
24220	0.010686	0.016700	0.000707	0.002097	1.966428	-3526.732
24224	0.010332	0.018771	0.001001	0.002097	1.817604	-3534.677
24228	0.010629	0.018175	0.000658	0.002319	1.377681	-3525.370
24232	0.013295	0.022715	0.001458	0.002319	1.916482	-3537.782
24236	0.015170	0.023116	0.001550	0.002713	1.270350	-3509.563
24240	0.014513	0.026601	0.002818	0.002630	1.382079	-3511.008
24244	0.012344	0.024939	0.002228	0.002249	2.035763	-3535.636
24248	0.014058	0.020855	0.003095	0.002586	1.158020	-3527.386
24252	0.011240	0.019871	0.001335	0.002084	1.468025	-3521.806
24256	0.009841	0.017979	0.001683	0.002007	1.578253	-3512.109
24260	0.010321	0.019576	0.001446	0.002007	1.873475	-3520.454
24264	0.012358	0.020094	0.001764	0.002433	1.423246	-3518.844
24268	0.012935	0.021349	0.001946	0.002433	1.405414	-3486.834
24272	0.015897	0.028968	0.002341	0.003099	1.879159	-3500.823
24276	0.016462	0.024463	0.002702	0.003099	1.380108	-3514.065
24280	0.016161	0.022053	0.002542	0.002827	1.313602	-3514.171
24284	0.014793	0.019976	0.001816	0.002437	1.313602	-3526.447
24288	0.014867	0.015470	0.001442	0.002251	1.140635	-3523.634
24292	0.015814	0.021121	0.001433	0.002611	1.171868	-3525.061
24296	0.013957	0.013215	0.001733	0.002323	0.727015	-3505.793
24300	0.013649	0.012433	0.002510	0.002323	0.877245	-3523.304
24304	0.013527	0.019813	0.002556	0.002458	1.182267	-3513.709
24308	0.013623	0.019513	0.003620	0.002417	1.575354	-3522.878
24312	0.012673	0.017674	0.001880	0.002151	1.206357	-3511.991
24316	0.014140	0.017445	0.001550	0.002526	0.918894	-3511.709
24320	0.013696	0.018333	0.002743	0.002526	1.226130	-3516.555
24324	0.014241	0.017256	0.003552	0.002526	1.840140	-3510.739
24328	0.014456	0.018075	0.002115	0.002526	0.930472	-3506.081
24332	0.018495	0.032043	0.002862	0.003012	1.617089	-3488.180
24336	0.016506	0.025243	0.002085	0.003012	2.113337	-3514.588
24340	0.013013	0.023355	0.001454	0.002289	1.553769	-3517.812
24344	0.016026	0.022480	0.001462	0.002806	1.659928	-3492.967
24348	0.018917	0.030374	0.001748	0.003187	1.433879	-3508.204
24352	0.020731	0.030658	0.002876	0.003729	0.981121	-3510.738
24356	0.020350	0.029211	0.002907	0.003729	1.314476	-3504.132
24360	0.020607	0.033957	0.002609	0.003729	1.910111	-3492.551
24364	0.017561	0.029841	0.003327	0.003524	1.635748	-3500.134
24368	0.017001	0.030736	0.002388	0.003968	1.635748	-3508.039
24372	0.017459	0.034089	0.002269	0.003968	1.084513	-3501.900
24376	0.017706	0.028848	0.001672	0.004314	1.084513	-3505.825
24380	0.015636	0.021155	0.001057	0.003655	0.853789	-3499.801
24384	0.014460	0.024320	0.002138	0.003342	1.466528	-3494.122
24388	0.009923	0.019752	0.001625	0.002267	1.374436	-3506.857
24392	0.008124	0.017414	0.001518	0.001858	1.576755	-3529.221
24396	0.009547	0.017944	0.001451	0.002169	1.118378	-3534.923
24400	0.009939	0.020866	0.001525	0.002158	1.714621	-3517.328
24404	0.009874	0.022733	0.002732	0.002375	2.198924	-3528.419
24408	0.013862	0.025097	0.005211	0.002715	2.324823	-3504.709
24412	0.017100	0.026768	0.003263	0.003366	1.774779	-3509.186
24416	0.016364	0.018463	0.002119	0.003168	1.162378	-3524.548
24420	0.015889	0.016672	0.001983	0.003162	1.162378	-3514.842
24424	0.014181	0.017760	0.001190	0.002742	0.628591	-3488.570
24428	0.017675	0.019872	0.001954	0.003272	0.764422	-3508.022
24432	0.016950	0.025884	0.001727	0.003078	1.277065	-3512.062
24436	0.014743	0.025891	0.001453	0.002571	1.280209	-3534.479
24440	0.013831	0.019271	0.001481	0.002502	1.169163	-3532.404
24444	0.012655	0.026669	0.001116	0.002502	1.001641	-3524.658
24448	0.013867	0.025121	0.001695	0.002806	1.668751	-3519.429
24452	0.012893	0.027683	0.002730	0.002574	1.610017	-3526.624
24456	0.015348	0.022857	0.002038	0.002425	1.110947	-3521.736
24460	0.015585	0.019954	0.002433	0.002425	0.775325	-3514.479
24464	0.017835	0.021493	0.002339	0.002762	1.273884	-3506.727
24468	0.014703	0.024541	0.001235	0.002762	1.515137	-3506.282
24472	0.017226	0.032500	0.001555	0.003429	1.562079	-3528.239
24476	0.014179	0.024789	0.002370	0.003111	1.564828	-3520.702
24480	0.017814	0.040149	0.002586	0.003548	2.162215	-3520.059
24484	0.015141	0.034512	0.002738	0.003387	1.267954	-3535.925
24488	0.013267	0.022517	0.002787	0.002713	2.011403	-3533.532
24492	0.012080	0.020646	0.001221	0.002304	1.933803	-3523.416
24496	0.013947	0.024813	0.001950	0.002631	2.135866	-3533.489
24500	0.017426	0.031342	0.002680	0.003487	2.135866	-3524.702
24504	0.018767	0.028827	0.001901	0.003137	1.473872	-3545.132
24508	0.015654	0.022873	0.001479	0.002488	1.473872	-3530.811
24512	0.015544	0.027384	0.001369	0.002959	1.473872	-3529.792
24516	0.021628	0.033583	0.001872	0.003450	2.030443	-3538.596
24520	0.015842	0.033759	0.001050	0.002814	2.242971	-3541.126
24524	0.014622	0.025218	0.000969	0.002814	1.309980	-3520.386
24528	0.014855	0.026481	0.000885	0.002814	1.577024	-3508.506
24532	0.014036	0.021878	0.000896	0.002814	0.966106	-3514.660
24536	0.012802	0.016658	0.001153	0.002584	1.205539	-3520.991
24540	0.012801	0.016520	0.000946	0.002458	1.205539	-3502.176
24544	0.011628	0.017993	0.001268	0.002068	1.205539	-3511.299
24548	0.012415	0.022573	0.001051	0.002450	0.754120	-3525.898
24552	0.013355	0.024197	0.000832	0.002450	1.079590	-3505.491
24556	0.013047	0.023445	0.001177	0.002657	1.036995	-3528.073
24560	0.012009	0.019878	0.001301	0.002438	1.183495	-3525.622
24564	0.012668	0.020267	0.002125	0.002781	0.794713	-3510.799
24568	0.012207	0.024645	0.002558	0.002781	1.041979	-3516.931
24572	0.012730	0.019117	0.002236	0.002393	0.526825	-3511.532
24576	0.013430	0.019385	0.001838	0.002699	0.657840	-3523.818
24580	0.012493	0.021285	0.001989	0.002699	0.693726	-3500.901
24584	0.014217	0.018814	0.001569	0.002690	0.871962	-3522.100
24588	0.013905	0.024646	0.001427	0.002973	0.910961	-3503.111
24592	0.015600	0.028897	0.001362	0.002973	0.804398	-3523.040
24596	0.019336	0.039917	0.002782	0.003366	1.304150	-3535.222
24600	0.019380	0.036919	0.002634	0.003366	1.304150	-3546.886
24604	0.016715	0.028483	0.003722	0.002843	1.228133	-3529.900
24608	0.016644	0.033950	0.004110	0.002843	1.167815	-3542.186
24612	0.019210	0.042447	0.003392	0.003278	2.053077	-3549.502
24616	0.019394	0.048618	0.002453	0.003278	1.984068	-3536.221
24620	0.018011	0.040571	0.001938	0.003278	1.371107	-3532.181
24624	0.015980	0.029721	0.001522	0.002395	1.101593	-3520.524
24628	0.015027	0.032902	0.002123	0.002376	1.451471	-3523.472
24632	0.015427	0.029201	0.001838	0.002151	0.977574	-3520.793
24636	0.011666	0.025648	0.001509	0.001815	1.130077	-3521.106
24640	0.011017	0.025531	0.001520	0.001912	1.779799	-3517.632
24644	0.010681	0.025474	0.001574	0.001912	1.176449	-3508.399
24648	0.014124	0.033359	0.002216	0.002323	1.879484	-3511.678
24652	0.014124	0.026200	0.002590	0.002323	1.394359	-3488.586
24656	0.011853	0.033679	0.002365	0.002168	2.155044	-3505.585
24660	0.009476	0.024382	0.001836	0.001827	1.700612	-3509.366
24664	0.012757	0.031899	0.001523	0.002199	1.647758	-3490.138
24668	0.014434	0.032030	0.001362	0.002491	1.743327	-3508.295
24672	0.014134	0.031939	0.002190	0.002491	1.733398	-3502.947
24676	0.013144	0.029021	0.002016	0.002171	1.463636	-3521.012
24680	0.016548	0.030385	0.001767	0.002515	0.910682	-3510.749
24684	0.018984	0.042900	0.002138	0.003341	1.202003	-3511.920
24688	0.014690	0.029253	0.003060	0.002500	0.901165	-3507.879
24692	0.013291	0.026586	0.001897	0.002148	1.061747	-3513.527
24696	0.015013	0.024749	0.003377	0.002514	1.363868	-3495.382
24700	0.014147	0.032234	0.002322	0.002514	1.226380	-3495.182
24704	0.013543	0.028447	0.001376	0.002501	1.226380	-3491.858
24708	0.016188	0.029496	0.002112	0.002915	1.202874	-3508.653
24712	0.015996	0.029943	0.002044	0.002906	2.105261	-3507.730
24716	0.012862	0.032534	0.001722	0.002467	2.035585	-3520.272
24720	0.013381	0.027155	0.001934	0.002248	1.554059	-3505.931
24724	0.013532	0.028368	0.002056	0.002248	1.807443	-3513.340
24728	0.012726	0.033730	0.001464	0.002377	2.188325	-3506.526
24732	0.015026	0.035533	0.001212	0.002600	2.203094	-3531.895
24736	0.015313	0.035544	0.001556	0.002600	1.057085	-3517.953
24740	0.014485	0.038130	0.001730	0.002600	1.360959	-3520.557
24744	0.020798	0.047565	0.002490	0.003358	1.777310	-3522.582
24748	0.020425	0.044009	0.002866	0.003236	2.241012	-3533.211
24752	0.028088	0.048427	0.002689	0.003718	2.299821	-3548.111
24756	0.021157	0.043117	0.002619	0.003295	2.231538	-3512.929
24760	0.020535	0.034758	0.001670	0.003299	2.289504	-3519.381
24764	0.032714	0.047558	0.004639	0.004898	2.289504	-3506.720
24768	0.032214	0.068152	0.003169	0.004923	1.324523	-3519.971
24772	0.032420	0.062782	0.004166	0.004403	2.211556	-3520.771
24776	0.028695	0.065324	0.003428	0.004403	1.903155	-3490.586
24780	0.022645	0.038725	0.002752	0.003457	1.689966	-3514.989
24784	0.020254	0.037571	0.002038	0.003224	1.338792	-3515.744
24788	0.024284	0.046231	0.002676	0.003895	1.194223	-3528.646
24792	0.022850	0.038296	0.003965	0.003281	1.357494	-3523.900
24796	0.018368	0.036031	0.002227	0.002848	1.357494	-3504.022
24800	0.019881	0.039109	0.002906	0.002848	1.354007	-3497.616
24804	0.019863	0.042140	0.002519	0.002848	1.906721	-3505.974
24808	0.018003	0.032070	0.002394	0.002580	1.209895	-3498.958
24812	0.018095	0.030166	0.002886	0.002580	1.367758	-3515.477
24816	0.019067	0.026876	0.001868	0.002633	1.367758	-3505.998
24820	0.023884	0.029217	0.003812	0.003015	0.943362	-3523.214
24824	0.019323	0.024536	0.003464	0.002742	0.897212	-3523.858
24828	0.018477	0.027637	0.003723	0.002742	0.751792	-3517.141
24832	0.022132	0.025356	0.004298	0.002742	1.079716	-3517.163
24836	0.022909	0.032915	0.004835	0.002852	1.368030	-3515.967
24840	0.025370	0.039031	0.005385	0.003120	1.007938	-3521.612
24844	0.026095	0.042075	0.005643	0.003120	1.132295	-3484.976
24848	0.029364	0.048723	0.005862	0.003120	1.457068	-3500.239
24852	0.031586	0.057632	0.006602	0.003439	1.835005	-3503.685
24856	0.032247	0.062819	0.006520	0.003439	1.765825	-3486.278
24860	0.028788	0.043889	0.008805	0.002945	0.958916	-3521.057
24864	0.021571	0.034630	0.003700	0.002481	1.501902	-3486.422
24868	0.024117	0.032891	0.005847	0.002782	1.227861	-3485.780
24872	0.030829	0.054769	0.004468	0.003379	1.034079	-3515.467
24876	0.029412	0.049474	0.005125	0.003379	1.389350	-3512.952
24880	0.025423	0.041708	0.003418	0.002794	1.280295	-3523.445
24884	0.026490	0.056422	0.003460	0.003440	1.570534	-3493.256
24888	0.018054	0.034780	0.002110	0.002160	1.355279	-3489.076
24892	0.019198	0.040319	0.002729	0.002542	1.326479	-3485.970
24896	0.021517	0.031752	0.002738	0.002566	1.398610	-3502.868
24900	0.019543	0.033513	0.002104	0.002769	1.242227	-3504.176
24904	0.019140	0.037907	0.001522	0.003050	1.117444	-3484.096
24908	0.019768	0.025464	0.001287	0.002860	0.909894	-3495.370
24912	0.022314	0.029808	0.001345	0.003055	1.152382	-3509.953
24916	0.025288	0.036442	0.001908	0.003437	1.041877	-3502.288
24920	0.026742	0.035655	0.001919	0.003684	0.688552	-3514.314
24924	0.020559	0.021397	0.001345	0.002640	0.773020	-3509.534
24928	0.020280	0.032237	0.003592	0.003004	1.481912	-3506.488
24932	0.013922	0.025685	0.001935	0.002341	1.065659	-3508.362
24936	0.015300	0.026541	0.002751	0.002341	0.978841	-3504.601
24940	0.015513	0.027435	0.003151	0.002341	1.147310	-3505.282
24944	0.017721	0.025224	0.003523	0.002341	1.319527	-3506.534
24948	0.017002	0.031004	0.002671	0.002315	1.426321	-3507.557
24952	0.017461	0.029634	0.002572	0.002674	1.190839	-3502.609
24956	0.018550	0.031601	0.003780	0.002674	1.601389	-3512.709
24960	0.020231	0.036982	0.003345	0.002876	1.937085	-3502.317
24964	0.019815	0.026811	0.005788	0.002868	1.644068	-3507.661
24968	0.015758	0.022152	0.003887	0.002401	1.210042	-3495.991
24972	0.020842	0.030431	0.003206	0.002883	0.951252	-3494.715
24976	0.021817	0.030863	0.003745	0.003320	1.216596	-3484.917
24980	0.019577	0.024736	0.004599	0.002681	1.216596	-3494.274
24984	0.018630	0.027881	0.002882	0.002668	1.376512	-3511.570
24988	0.015326	0.027260	0.003477	0.002526	1.234661	-3504.659
24992	0.017064	0.032147	0.003083	0.002526	2.158192	-3491.880
24996	0.020494	0.045122	0.002852	0.002936	1.792663	-3513.292
25000	0.015776	0.028042	0.002503	0.002091	1.792663	-3509.177
25004	0.015665	0.025901	0.002016	0.002290	1.785141	-3507.409
25008	0.016239	0.026954	0.001979	0.002290	1.608553	-3499.596
25012	0.016143	0.023971	0.002231	0.002290	0.934656	-3503.922
25016	0.015038	0.025050	0.002759	0.002175	1.403056	-3529.606
25020	0.014866	0.032201	0.003890	0.002186	1.578296	-3512.284
25024	0.016792	0.028185	0.005362	0.002311	2.023900	-3498.409
25028	0.015790	0.044640	0.004325	0.002432	1.880721	-3502.703
25032	0.015743	0.038892	0.003310	0.002432	1.885438	-3494.667
25036	0.018673	0.036462	0.004558	0.002806	1.280681	-3505.108
25040	0.017819	0.033031	0.003591	0.002806	1.195388	-3511.270
25044	0.014320	0.026994	0.002568	0.002452	1.275643	-3515.392
25048	0.016432	0.023722	0.003226	0.002306	1.275643	-3511.218
25052	0.016598	0.017915	0.002203	0.002077	0.968289	-3501.710
25056	0.017338	0.022503	0.003540	0.002364	1.835614	-3521.145
25060	0.016490	0.023549	0.002723	0.002364	1.565989	-3504.996
25064	0.018778	0.025827	0.004246	0.002671	1.565989	-3499.458
25068	0.020424	0.028929	0.006338	0.002886	1.565989	-3513.613
25072	0.016795	0.030055	0.003342	0.002886	2.415848	-3501.359
25076	0.015453	0.028572	0.002559	0.002886	1.383624	-3521.435
25080	0.020213	0.028070	0.003097	0.002886	1.739141	-3504.238
25084	0.019003	0.021231	0.002115	0.002505	1.555495	-3506.315
25088	0.017250	0.021516	0.002744	0.002505	1.121060	-3498.880
25092	0.016586	0.021755	0.003247	0.002931	0.962068	-3511.122
